Country,Category,Product Name,Sales,Quantity
Brazil,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2
New Zealand,Technology,Logitech G700s Rechargeable Gaming Mouse,99.99,1
Nigeria,Office Supplies,Recycled Steel Personal File for Hanging File Folders,286.15,5
New Zealand,Office Supplies,"Alliance Super-Size Bands, Assorted Sizes",49.792,8
Egypt,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5
New Zealand,Technology,Clearsounds A400,158.376,4
Argentina,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4
Egypt,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2
New Zealand,Technology,"Maxell 74 Minute CDR, 10/Pack",62.592,8
New Zealand,Office Supplies,Acco D-Ring Binder w/DublLock,4.276,1
New Zealand,Office Supplies,Xerox 1972,10.56,2
South Africa,Office Supplies,Space Solutions HD Industrial Steel Shelving.,229.94,2
Argentina,Office Supplies,Cameo Buff Policy Envelopes,311.15,5
Brazil,Office Supplies,Xerox 1957,12.96,2
Argentina,Office Supplies,Strathmore Photo Frame Cards,14.62,2
Nigeria,Office Supplies,Avery 474,5.76,2
Brazil,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",21.48,6
South Africa,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4
Egypt,Office Supplies,Advantus Rolling Storage Box,17.15,1
Nigeria,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2
Egypt,Office Supplies,Newell 350,5.248,2
Brazil,Technology,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5
Australia,Office Supplies,Avery 481,24.64,8
Australia,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6
Argentina,Furniture,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2
South Africa,Office Supplies,Avery Binder Labels,3.89,1
Chile,Furniture,Acrylic Self-Standing Desk Frames,8.01,3
Nigeria,Technology,Avaya 4621SW VoIP phone,177.48,3
New Zealand,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2
Australia,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7
Brazil,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5
New Zealand,Office Supplies,Newell 309,46.2,5
Australia,Office Supplies,Xerox 1936,47.952,3
Egypt,Technology,PayAnywhere Card Reader,7.992,1
South Africa,Office Supplies,Xerox 1937,76.864,2
New Zealand,Office Supplies,GBC Prestige Therm-A-Bind Covers,102.93,3
Argentina,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6
New Zealand,Office Supplies,GBC VeloBinder Strips,11.52,5
Argentina,Office Supplies,Xerox 1941,83.88,1
New Zealand,Technology,AT&T 17929 Lendline Telephone,108.576,4
New Zealand,Office Supplies,Rubber Band Ball,5.984,2
Australia,Office Supplies,Fiskars Softgrip Scissors,21.96,2
South Africa,Furniture,Hon Mobius Operator's Chair,368.97,3
Nigeria,Office Supplies,Newell 31,12.39,3
Argentina,Office Supplies,"Carina Mini System Audio Rack, Model AR050B",332.94,3
Argentina,Technology,Memorex Micro Travel Drive 16 GB,111.93,7
Nigeria,Furniture,Novimex High-Tech Fabric Mesh Task Chair,454.272,8
Brazil,Office Supplies,Xerox 200,19.44,3
Argentina,Technology,Canon imageCLASS 2200 Advanced Copier,8399.976,4
Nigeria,Office Supplies,Avery Legal 4-Ring Binder,6.294,1
New Zealand,Office Supplies,Xerox 224,10.368,2
New Zealand,Technology,Avaya 5410 Digital phone,122.382,3
South Africa,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,25.984,2
Australia,Furniture,Hon Racetrack Conference Tables,945.036,6
New Zealand,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7
Nigeria,Furniture,Tenex Antistatic Computer Chair Mats,410.352,3
Egypt,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5
New Zealand,Technology,AT&T 17929 Lendline Telephone,180.96,5
New Zealand,Furniture,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4
Australia,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5
Nigeria,Technology,Nokia Lumia 925,302.376,3
Egypt,Furniture,Bretford CR4500 Series Slim Rectangular Table,974.988,4
Argentina,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5
Brazil,Office Supplies,BIC Liqua Brite Liner,34.7,5
Egypt,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3
Argentina,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,37.94,2
Nigeria,Office Supplies,Avery White Multi-Purpose Labels,24.9,5
Chile,Furniture,Howard Miller Distant Time Traveler Alarm Clock,82.26,3
South Africa,Office Supplies,Binder Clips by OIC,7.104,6
New Zealand,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5
Brazil,Office Supplies,Avery 497,2.464,1
Brazil,Office Supplies,Crate-A-Files,8.72,1
Argentina,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2
Australia,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2
Nigeria,Office Supplies,Turquoise Lead Holder with Pocket Clip,6.7,1
Argentina,Technology,Samsung Rugby III,158.376,3
Egypt,Office Supplies,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2
South Africa,Office Supplies,Eldon Portable Mobile Manager,56.56,2
Australia,Furniture,"Master Big Foot Doorstop, Beige",36.96,7
Egypt,Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1
Australia,Office Supplies,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7
Australia,Office Supplies,"OIC #2 Pencils, Medium Soft",3.76,2
South Africa,Office Supplies,Prang Colored Pencils,14.7,5
South Africa,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,5
Egypt,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3
South Africa,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2
Brazil,Office Supplies,Avery 505,74.0,5
Egypt,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2
Australia,Office Supplies,Portfile Personal File Boxes,84.96,6
Australia,Technology,"Maxell 74 Minute CDR, 10/Pack",68.46,7
Argentina,Office Supplies,Deluxe Rollaway Locking File with Drawer,2079.4,5
New Zealand,Technology,VTech DS6151,629.95,5
Nigeria,Furniture,Eldon 500 Class Desk Accessories,72.42,6
Nigeria,Technology,Samsung Rugby III,131.98,2
Brazil,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,7
Argentina,Office Supplies,Round Specialty Laser Printer Labels,100.24,10
Chile,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,871.8,3
Chile,Furniture,Sauder Cornerstone Collection Library,61.96,4
Chile,Office Supplies,Wilson Jones Standard D-Ring Binders,4.554,3
New Zealand,Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2
Australia,Technology,Logitech P710e Mobile Speakerphone,205.992,1
Egypt,Office Supplies,Xerox 206,15.552,3
Argentina,Technology,VTech DS6151,503.96,5
Nigeria,Office Supplies,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7
Chile,Furniture,Bush Mission Pointe Library,241.568,2
Australia,Technology,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2
Argentina,Furniture,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2
Egypt,Technology,Hewlett-Packard 300S Scientific Calculator,78.66,6
Nigeria,Office Supplies,Xerox 188,45.36,4
Brazil,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4
Australia,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3
South Africa,Office Supplies,Xerox 1883,295.456,14
South Africa,Office Supplies,Xerox 228,32.4,5
Chile,Furniture,"Seth Thomas 16"" Steel Case Clock",103.936,4
Brazil,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2
Argentina,Office Supplies,Akro-Mils 12-Gallon Tote,39.72,5
Egypt,Technology,Grandstream GXP2100 Mainstream Business Phone,244.768,4
Brazil,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2
Egypt,Office Supplies,Xerox 21,15.552,3
Chile,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2
Nigeria,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3
Egypt,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9
Australia,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14
South Africa,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6
Chile,Technology,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6
New Zealand,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7
Chile,Office Supplies,Acco D-Ring Binder w/DublLock,19.242,3
Argentina,Office Supplies,Deluxe Rollaway Locking File with Drawer,1247.64,3
New Zealand,Office Supplies,Newell 311,5.304,3
New Zealand,Office Supplies,Xerox 1947,19.136,4
Argentina,Furniture,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4
Chile,Office Supplies,Xerox 1908,279.9,5
South Africa,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3
Australia,Office Supplies,Xerox 188,34.02,3
Brazil,Office Supplies,Fluorescent Highlighters by Dixon,23.88,6
New Zealand,Office Supplies,Avery 49,11.52,4
Nigeria,Office Supplies,Xerox 1893,286.93,7
Australia,Technology,Digium D40 VoIP phone,206.384,2
Australia,Furniture,"Leather Task Chair, Black",218.352,3
Chile,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5
South Africa,Office Supplies,Peel-Off China Markers,99.3,10
Nigeria,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2
Egypt,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1
Chile,Office Supplies,GBC DocuBind P400 Electric Binding System,5443.96,4
Brazil,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3
Australia,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7
Nigeria,Office Supplies,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2
Australia,Technology,Panasonic KX T7731-B Digital phone,59.994,1
Chile,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5
Australia,Office Supplies,GBC Standard Plastic Binding Systems' Combs,9.42,5
Argentina,Technology,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,4
South Africa,Office Supplies,Desktop 3-Pocket Hot File,216.4,4
Argentina,Office Supplies,Staple-on labels,6.936,3
Australia,Office Supplies,GBC Plastic Binding Combs,4.428,3
Australia,Office Supplies,Newell 310,8.8,5
Australia,Technology,First Data TMFD35 PIN Pad,142.8,1
Brazil,Technology,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,399.95,5
Argentina,Office Supplies,GBC DocuBind TL300 Electric Binding System,2152.776,3
New Zealand,Furniture,DMI Eclipse Executive Suite Bookcases,4007.84,10
Chile,Furniture,"Lesro Round Back Collection Coffee Table, End Table",328.59,3
Brazil,Office Supplies,"Contico 72""H Heavy-Duty Storage System",98.352,3
Argentina,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,1
Argentina,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5
South Africa,Office Supplies,Xerox 1933,73.68,6
South Africa,Furniture,"Tenex ""The Solids"" Textured Chair Mats",139.92,2
Egypt,Technology,Plantronics Encore H101 Dual Earpieces Headset,107.88,3
New Zealand,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1
Australia,Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5
South Africa,Office Supplies,Avery 502,5.04,2
Nigeria,Office Supplies,Xerox 19,24.784,1
Australia,Furniture,Novimex Swivel Fabric Task Chair,634.116,6
South Africa,Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3
Australia,Furniture,"Global Stack Chair without Arms, Black",155.88,6
Egypt,Furniture,Global Highback Leather Tilter in Burgundy,327.564,4
Argentina,Office Supplies,Xerox 1898,13.36,2
Argentina,Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5
Australia,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,319.968,4
South Africa,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,3
Chile,Office Supplies,Wirebound Voice Message Log Book,3.808,1
New Zealand,Office Supplies,Satellite Sectional Post Binders,8.682,1
Egypt,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1
Egypt,Furniture,Hon Every-Day Series Multi-Task Chairs,1522.638,9
Australia,Office Supplies,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5
Nigeria,Office Supplies,Self-Adhesive Removable Labels,3.15,1
South Africa,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5
Argentina,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3
Egypt,Furniture,Balt Split Level Computer Training Table,194.25,2
Brazil,Office Supplies,Newell 335,8.64,3
Chile,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4
New Zealand,Office Supplies,Ibico Hi-Tech Manual Binding System,243.992,4
Australia,Office Supplies,Staples in misc. colors,7.12,5
Nigeria,Office Supplies,Prang Dustless Chalk Sticks,2.688,2
Argentina,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3
Brazil,Office Supplies,Cameo Buff Policy Envelopes,149.352,3
Nigeria,Technology,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3
Chile,Office Supplies,Xerox 1965,11.96,2
Chile,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4
Nigeria,Technology,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,8
Brazil,Technology,Imation Bio 2GB USB Flash Drive Imation Corp,1049.44,8
Brazil,Furniture,Novimex Turbo Task Chair,170.352,3
Egypt,Technology,AT&T CL82213,173.94,6
New Zealand,Technology,Polycom VVX 310 VoIP phone,1007.944,7
Egypt,Office Supplies,Xerox 1986,6.68,1
Australia,Office Supplies,Prang Drawing Pencil Set,8.34,3
Argentina,Furniture,"Linden 12"" Wall Clock With Oak Frame",101.94,3
Australia,Technology,Logitech Illuminated - Keyboard,179.97,3
Argentina,Office Supplies,Berol Giant Pencil Sharpener,101.94,6
Egypt,Technology,Nortel Networks T7316 E Nt8 B27,271.96,4
Australia,Furniture,Regeneration Desk Collection,8.8,5
Argentina,Office Supplies,Newell 35,19.68,6
Australia,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",302.94,3
Nigeria,Office Supplies,Cardinal Holdit Business Card Pockets,14.94,3
Chile,Office Supplies,Premier Electric Letter Opener,231.72,2
Brazil,Office Supplies,Avery 476,9.912,3
South Africa,Office Supplies,Newell 324,34.65,3
Australia,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.8,5
Brazil,Office Supplies,Premium Transparent Presentation Covers by GBC,33.568,2
Chile,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,125.93,7
Egypt,Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,11.76,5
Nigeria,Office Supplies,Xerox 195,5.344,1
Australia,Office Supplies,Presstex Flexible Ring Binders,1.365,1
New Zealand,Office Supplies,Xerox 1944,62.016,2
Argentina,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3
Chile,Office Supplies,Xerox 1942,146.82,3
Brazil,Furniture,"Global Stack Chair with Arms, Black",239.84,8
Egypt,Office Supplies,Avery 509,15.66,6
Australia,Office Supplies,Carina Media Storage Towers in Natural & Black,146.352,3
Nigeria,Office Supplies,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3
New Zealand,Office Supplies,Xerox 1946,45.36,7
New Zealand,Technology,Cisco SPA508G,211.168,4
Egypt,Furniture,Global Low Back Tilter Chair,484.704,6
Australia,Technology,Fellowes Powershred HS-440 4-Sheet High Security Shredder,371.976,3
South Africa,Office Supplies,Pizazz Global Quick File,89.82,6
Argentina,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3
Brazil,Furniture,Global Deluxe Office Fabric Chairs,191.96,2
Egypt,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",21.3,3
Chile,Technology,Jabra SPEAK 410,469.95,5
Argentina,Furniture,"Tenex ""The Solids"" Textured Chair Mats",209.88,3
Australia,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2
Chile,Office Supplies,Avery 496,22.5,6
South Africa,Office Supplies,Xerox 1914,219.84,4
Chile,Office Supplies,Xerox 23,32.4,5
Chile,Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6
Nigeria,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5
Argentina,Furniture,"Hon Metal Bookcases, Black",212.94,3
Nigeria,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",41.88,6
Argentina,Office Supplies,Avery 516,58.48,8
Egypt,Furniture,Bevis Round Conference Table Top & Single Column Base,102.438,1
Egypt,Furniture,Harbour Creations 67200 Series Stacking Chairs,199.304,4
Chile,Technology,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,4
Brazil,Office Supplies,Xerox 1999,12.96,2
Nigeria,Technology,PureGear Roll-On Screen Protector,279.86,14
Nigeria,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,7.38,5
Egypt,Furniture,Global Executive Mid-Back Manager's Chair,698.352,3
Australia,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5
New Zealand,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1
New Zealand,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99,1
Australia,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,68.541,11
Australia,Technology,GE 30524EE4,627.168,4
New Zealand,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,5
New Zealand,Office Supplies,American Pencil,6.99,3
Egypt,Office Supplies,"Avery Flip-Chart Easel Binder, Black",107.424,6
Egypt,Furniture,Hon 94000 Series Round Tables,1421.664,8
Brazil,Office Supplies,Premium Transparent Presentation Covers by GBC,125.88,6
Nigeria,Technology,Logitech MX Performance Wireless Mouse,79.78,2
South Africa,Office Supplies,Avery 475,133.2,9
Argentina,Technology,AT&T 1080 Corded phone,438.368,4
Nigeria,Technology,OtterBox Commuter Series Case - Samsung Galaxy S4,139.944,7
South Africa,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,133.472,4
Brazil,Furniture,Bretford Rectangular Conference Table Tops,564.195,3
Argentina,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2
Egypt,Office Supplies,"Premier Elliptical Ring Binder, Black",42.616,7
